HANDLE,CITYBLOCK,PARCELID,ADDRTYPE,OWNERNAME,LEGALDESC1,LEGALDESC2,LEGALDESC3,LEGALDESC4,ASRLANDUSE,VACANTLOT,CONDOMINIU,NBROFUNITS,NBROFAPTS,FRONTAGE,LANDAREA,ASDLAND,ASDTOTAL,APRLAND,COSTAPRIMP,ZONING,NBROFBLDGS,NBROFBLD_1,FIRSTYEARB,LASTYEARBU,RESSALEPRI,RESSALEDAT,VACBLDGYEA,WARD10,POLICEDIST,CENSTRACT1,CENSBLOCK1,PRECINCT90,ZIP,PARCEL9,OWNERUPDAT,ADDRESS,Y,X,NEIGHBORHO,WARD,DESCRIPTIO,USAGE,LOT_SQFT
15329000030.00,5329.00,53290000300.00,3,LRA,C. B. 5329 ARLINGTON,30 FT X 125 FT,W HARNEY HTS ADDN,BLOCK 5,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2010.00,27.00,6.00,1075.00,2001.00,10.00,63120.00,532900030,3/25/13 0:00,5308 ARLINGTON AV,38.6933580,-90.2454630,Mark Twain,27.00,2 Story Brick Two Family Flat,residential,3881.00
15329000020.00,5329.00,53290000200.00,3,LRA,C. B. 5329 ARLINGTON,30 FT X 125 FT,W HARNEY HTS ADDN,BLOCK 5,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,13500.00,5/5/88 0:00,2009.00,27.00,6.00,1075.00,2001.00,10.00,63120.00,532900020,3/25/13 0:00,5306 ARLINGTON AV,38.6933070,-90.2455530,Mark Twain,27.00,1 Story Frame Residence,residential,3878.00
15133000280.00,5133.00,51330002800.00,3,LRA,C.B.5133 WREN AVE,28 FT X 138 FT 6 IN,WALNUT PARK ADDN,BLOCK 3,1010.00,1.00,0.00,0.00,0.00,28.00,0.00,400.00,400.00,2100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2008.00,27.00,6.00,1072.00,1016.00,9.00,63120.00,513300280,3/25/13 0:00,5521 WREN AV,38.7019890,-90.2470380,Walnut Park East,27.00,,vacant lot,3878.00
15783000030.00,5783.00,57830000300.00,3,LRA,C.B. 5783 PARK LN,37 FT 6 IN X 104 FT 10 IN,PROTZMAN HTS ADDN,LOTS S-32 N-33,1010.00,1.00,0.00,0.00,0.00,37.50,0.00,360.00,360.00,1900.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1073.00,2024.00,6.00,63136.00,578300030,3/25/13 0:00,5622 PARK LA,38.7074490,-90.2518880,Walnut Park West,27.00,,vacant lot,3862.00
15291000420.00,5291.00,52910004200.00,3,LRA,C. B. 5291 DAVISON ST,30 FT X 121 FT 4 IN,STRODTMAN ADDN,LOT 10,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,1007.00,8.00,63120.00,529100420,3/25/13 0:00,4931 DAVISON AV,38.6929490,-90.2533150,Walnut Park East,27.00,,vacant lot,3861.00
15526000270.00,5526.00,55260002700.00,3,LRA,C. B. 5526 DAVISON,30 FT X 121 FT 6 IN,FLORISSANT TERRACE ADDN,BLOCK 3 LOT 27,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,1540.00,2300.00,5800.00,Single Family Dwelling District,1.00,0.00,1923.00,1923.00,0.00,,2013.00,27.00,6.00,1074.00,3019.00,11.00,63120.00,552600270,3/25/13 0:00,5521 DAVISON AV,38.6981800,-90.2437280,Walnut Park East,27.00,2 Story Frame Residence,residential,3855.00
15632000200.00,5632.00,56320002000.00,3,LRA,C. B. 5632 ALCOTT,30 FT X 125 FT,FLORISSANT TERR ADDN,BLOCK 2,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,3025.00,11.00,63120.00,563200200,2/23/88 0:00,5539 ALCOTT AV,38.6977210,-90.2425580,Walnut Park East,27.00,,vacant lot,3853.00
14411010040.00,4411.01,44110100400.00,3,LRA,C. B. 4411A KOSSUTH,34 FT X 107 FT,WHITE FARM ADDN,LOT PT 53,1010.00,1.00,0.00,0.00,0.00,34.00,0.00,320.00,320.00,1700.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,21.00,6.00,1101.00,3013.00,9.00,63115.00,441101040,3/25/13 0:00,4460 KOSSUTH AV,38.6740110,-90.2359460,Penrose,21.00,,vacant lot,3842.00
15087000440.00,5087.00,50870004400.00,3,LRA,C.B. 5087 GERALDINE,30 FT X 128 FT,HARNEY HTS ADDN BLK 8 LOT PT 4,PT OF LOT 4 BND E-GERALDINE W-ALLEY,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,950.00,2300.00,2700.00,Single Family Dwelling District,1.00,0.00,1928.00,1928.00,0.00,,2013.00,1.00,6.00,1075.00,3004.00,9.00,63115.00,508700440,3/25/13 0:00,5083 GERALDINE AV,38.6910400,-90.2448620,Mark Twain,1.00,1 Story Frame Residence,residential,3840.00
15632000020.00,5632.00,56320000200.00,3,LRA,C. B. 5632 DAVISON AVE,30 FT X 125 FT,FLORISSANT TERR ADDN,LOT 21,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,12000.00,3/5/81 0:00,1989.00,27.00,6.00,1074.00,3025.00,11.00,63120.00,563200020,3/25/13 0:00,5506 DAVISON AV,38.6975250,-90.2437850,Walnut Park East,27.00,,vacant lot,3840.00
15126000180.00,5126.00,51260001800.00,3,LRA,C.B.5126 ROBIN AVE,21 FT X 138 FT 6 IN,WALNUT PARK ADDN,BLOCK 12,1010.00,1.00,0.00,0.00,0.00,21.00,0.00,150.00,150.00,800.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1999.00,27.00,6.00,1072.00,1017.00,9.00,63120.00,512600180,3/25/13 0:00,5452 ROBIN AV,38.7015170,-90.2488300,Walnut Park East,27.00,,vacant lot,3836.00
15200000180.00,5200.00,52000001800.00,3,LRA,C. B. 5200 KENNERLY,37 FT 6 IN X 105 FT,LINCOLN HTS ADDN,BLOCK 2 LOT 65 & E-66,1110.00,0.00,0.00,1.00,0.00,37.50,0.00,720.00,1860.00,3800.00,6000.00,Single Family Dwelling District,1.00,0.00,1901.00,1901.00,0.00,,2013.00,22.00,7.00,1063.00,4002.00,2.00,63112.00,520000180,3/25/13 0:00,5710 KENNERLY AV,38.6759020,-90.2744710,Wells / Goodfellow,22.00,1 Story Frame Residence,residential,3835.00
15434000320.00,5434.00,54340003200.00,3,LRA,C.B.5434 NEWBY,30 FT X 127 FT 6 IN,HORNSBY HTS 1ST ADDN,BLOCK 5 LOT 24,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,700.00,700.00,3700.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,6.00,1083.00,3010.00,6.00,63147.00,543400320,3/25/13 0:00,8993 NEWBY ST,38.7215630,-90.2352530,Baden,2.00,,vacant lot,3835.00
14914000670.00,4914.00,49140006700.00,3,LRA,C. B. 4914 LOTUS,25 FT X 160 FT,GARFIELD ADDN,LOT E-10,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,4088.00,10/8/80 0:00,1990.00,22.00,7.00,1063.00,4005.00,3.00,63112.00,491400670,3/25/13 0:00,5735 LOTUS AV,38.6743040,-90.2764970,Wells / Goodfellow,22.00,,vacant lot,3832.00
15532000400.00,5532.00,55320004000.00,3,LRA,C.B. 5532 DAVISON,30 FT X 121 FT 7 IN,STRODT ADDN,BLOCK 3,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,3031.00,12.00,63120.00,553200400,3/25/13 0:00,5229 DAVISON AV,38.6956160,-90.2484330,Walnut Park East,27.00,,vacant lot,3831.00
14393000170.00,4393.00,43930001700.00,1,LRA,C. B. 4393 NO FRONT,34 FT 7 IN / 35 FT 11 IN X 110 FT,SURVEY ADDN,LOT G,1010.00,1.00,0.00,0.00,0.00,34.95,0.00,80.00,80.00,400.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,6.00,1076.00,2003.00,13.00,63115.00,439300170,3/25/13 0:00,4750 ROSALIE ST,38.6872410,-90.2350880,Mark Twain,1.00,,vacant lot,3828.00
15080000160.00,5080.00,50800001600.00,3,LRA,C.B. 5080 GERALDINE,30 FT X 127 FT 6 IN,HARNEY HTS ADDN,BLOCK 1,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,1670.00,2300.00,6500.00,Single Family Dwelling District,1.00,0.00,1903.00,1903.00,27000.00,5/14/01 0:00,0.00,1.00,6.00,1075.00,1007.00,11.00,63115.00,508000160,3/25/13 0:00,5452 GERALDINE AV,38.6933880,-90.2394590,Mark Twain,1.00,2 Story Frame Residence,residential,3825.00
15086000360.00,5086.00,50860003600.00,3,LRA,C.B. 5086 RUSKIN,30 FT X 127 FT 6 IN,HARNEY ADDN,BLOCK 7,1120.00,0.00,0.00,2.00,0.00,30.00,0.00,440.00,1820.00,2300.00,7300.00,Single Family Dwelling District,1.00,0.00,1910.00,1910.00,0.00,,0.00,1.00,6.00,1075.00,3006.00,9.00,63115.00,508600360,3/25/13 0:00,5097 RUSKIN AV,38.6905270,-90.2438020,Mark Twain,1.00,2 Story Frame Residence,residential,3825.00
15277000090.00,5277.00,52770000900.00,3,LRA,C. B.5277 ELIAS,30 FT X 127 FT 6 IN,MCDERMOTTS TO BADEN ADDN,BLOCK 2 LOT 11,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,800.00,800.00,4200.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,6.00,1083.00,2005.00,5.00,63147.00,527700090,3/25/13 0:00,948 ELIAS AV,38.7212750,-90.2335800,Baden,2.00,,vacant lot,3825.00
15434000310.00,5434.00,54340003100.00,3,LRA,C. B. 5434 NEWBY ST,30 FT X 127 FT 6 IN,HORNSBY HTS 1ST ADDN,BLOCK 5,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,700.00,700.00,3700.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,6.00,1083.00,3010.00,6.00,63147.00,543400310,3/25/13 0:00,8995 NEWBY ST,38.7216420,-90.2352420,Baden,2.00,,vacant lot,3825.00
15292000140.00,5292.00,52920001400.00,3,LRA,CB 5292 DAVISON,30 FT X 125 FT,STRODTMAN HEIGHTS ADDN,BLOCK 2,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1998.00,27.00,6.00,1074.00,1006.00,8.00,63120.00,529200140,3/25/13 0:00,4940 DAVISON AV,38.6927060,-90.2526230,Walnut Park East,27.00,,vacant lot,3824.00
15320000100.00,5320.00,53200001000.00,3,LRA,CB 5320 GENEVIEVE,30 FT X 125 FT,STRODTMAN HTS ADDN,BLK 4 LOT 17,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,2016.00,8.00,63120.00,532000100,3/25/13 0:00,4938 GENEVIEVE AV,38.6941060,-90.2539910,Walnut Park East,27.00,,vacant lot,3824.00
15524000110.00,5524.00,55240001100.00,3,LRA,C. B. 5524 THRUSH AVE,25 FT X 125 FT,FLORISSANT HILLS ADDN,BLOCK 1,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1997.00,27.00,6.00,1074.00,3004.00,9.00,63120.00,552400110,3/25/13 0:00,5530 THRUSH AV,38.7001060,-90.2449780,Walnut Park East,27.00,,vacant lot,3818.00
15393000185.00,5393.00,53930001850.00,3,LRA,CB 5393 ROBIN,12 FT 6 IN X 138 FT 5 IN,BIRCHER ADDN,BLOCK 11 LOT E-34,1010.00,1.00,0.00,0.00,0.00,12.50,0.00,100.00,100.00,500.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1072.00,2012.00,2.00,63120.00,539300185,3/25/13 0:00,5105 ROBIN AV,38.6991190,-90.2544460,Walnut Park East,27.00,,vacant lot,3804.00
15631000240.00,5631.00,56310002400.00,3,LRA,C. B. 5631 EMERSON,30 FT X 125 FT,FLORISSANT AVE TERR ADDN,BLOCK 1,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,3028.00,11.00,63120.00,563100240,3/25/13 0:00,5525 EMERSON AV,38.6967520,-90.2423610,Walnut Park East,27.00,,vacant lot,3797.00
15323000400.00,5323.00,53230004000.00,3,LRA,C. B. 5323 BEACON,30 FT X 125 FT,STRODTMAN HTS 1ST ADDN,BLOCK 7 LOT 6,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2006.00,27.00,6.00,1074.00,2005.00,12.00,63120.00,532300400,3/25/13 0:00,5017 BEACON AV,38.6948510,-90.2517710,Walnut Park East,27.00,,vacant lot,3791.00
15320000400.00,5320.00,53200004000.00,3,LRA,C. B. 5320 BEACON AVE,30 FT X 125 FT,WESTFIELD ADDN,LOT 45,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,2017.00,8.00,63120.00,532000400,2/23/88 0:00,4921 BEACON AV,38.6935610,-90.2541410,Walnut Park East,27.00,,vacant lot,3789.00
15323000310.00,5323.00,53230003100.00,3,LRA,C. B. 5323 BEACON AVE,32 FT X 125 FT,STRODTMAN HEIGHTS 1 ST ADDN,BLOCK 7 LOTS 15 & E 14,1110.00,0.00,0.00,1.00,0.00,32.00,0.00,460.00,1060.00,2400.00,3200.00,Single Family Dwelling District,1.00,0.00,1907.00,1907.00,0.00,,2013.00,27.00,6.00,1074.00,2005.00,12.00,63120.00,532300310,3/25/13 0:00,5047 BEACON AV,38.6952770,-90.2509900,Walnut Park East,27.00,2 Story Frame Residence,residential,3788.00
15232000350.00,5232.00,52320003500.00,3,LRA,C. B. 5232 DAVISON AVE,30 FT X 121 FT 6 IN,ELMWOOD PK ADDN,LOT W-8 E-9,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,1220.00,2300.00,4100.00,Single Family Dwelling District,1.00,0.00,1921.00,1921.00,0.00,,0.00,27.00,6.00,1074.00,1000.00,12.00,63120.00,523200350,3/25/13 0:00,5037 DAVISON AV,38.6944110,-90.2506330,Walnut Park East,27.00,1 Story Frame Residence,residential,3787.00
15360000150.00,5360.00,53600001500.00,3,LRA,C B 5360 SHULTE,30 FT X 125 FT,ADDN WEST WALNUT PK,LOT 20 W 21,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,400.00,400.00,2100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1991.00,27.00,6.00,1073.00,3017.00,6.00,63136.00,536000150,3/25/13 0:00,5920 SHULTE AV,38.7059760,-90.2511100,Walnut Park West,27.00,,vacant lot,3787.00
15320000180.00,5320.00,53200001800.00,3,LRA,CB 5320 GENEVIEVE,30 FT X 125 FT,STRODTMAN HTS ADDN,BLK 4 LOT 26,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,2016.00,8.00,63120.00,532000180,3/25/13 0:00,4964 GENEVIEVE AV,38.6945290,-90.2532150,Walnut Park East,27.00,,vacant lot,3784.00
14406110210.00,4406.11,44061102100.00,3,LRA,C. B. 4406C KOSSUTH,32 FT X 120 FT,LEE MAR ADDN,LOT W-4,1010.00,1.00,0.00,1.00,0.00,32.00,0.00,460.00,460.00,2400.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2001.00,21.00,6.00,1269.00,2003.00,12.00,63115.00,440611210,3/25/13 0:00,4645 KOSSUTH AV,38.6765010,-90.2398590,Penrose,21.00,,vacant lot,3783.00
12958000210.00,2958.00,29580002100.00,3,LRA,C. B. 2958 ALASKA,30 FT X 135 FT,CENTRAL CARONDELET ADDN,BLOCK 6,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,1140.00,1140.00,6000.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,1000.00,5/12/98 0:00,1999.00,11.00,1.00,1014.00,1017.00,9.00,63111.00,295800210,3/25/13 0:00,6321 ALASKA AV,38.5616550,-90.2565360,Carondelet,11.00,,vacant lot,3782.00
15120000160.00,5120.00,51200001600.00,3,LRA,C.B.5120 THRUSH,25 FT X 138 FT 6 IN,WALNUT PARK ADDN,BLOCK 15 LOT S-1,1010.00,1.00,0.00,0.00,0.00,25.00,0.00,170.00,170.00,900.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,8300.00,9/16/85 0:00,2009.00,27.00,6.00,1074.00,3012.00,10.00,63120.00,512000160,3/25/13 0:00,5275 THRUSH AV,38.6985590,-90.2490020,Walnut Park East,27.00,,vacant lot,3782.00
15257000190.00,5257.00,52570001900.00,3,LRA,C. B.5257 ST EDWARD,35 FT X 108 FT,MT ST EDWARD ADDN,BLOCK 1 LOTS 8 & E 9,1010.00,1.00,0.00,0.00,0.00,35.00,0.00,360.00,360.00,1900.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2005.00,22.00,7.00,1063.00,2010.00,1.00,63120.00,525700190,3/25/13 0:00,5565 ST EDWARD AV,38.6774770,-90.2695410,Wells / Goodfellow,22.00,,vacant lot,3780.00
15256000100.00,5256.00,52560001000.00,3,LRA,C. B. 5256 ST EDWARDS ST,35 FT X 108 FT,MT ST EDWARD ADDN,BLOCK 2 LOT E-24W-25,1010.00,1.00,0.00,0.00,0.00,35.00,0.00,360.00,360.00,1900.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,22.00,7.00,1063.00,3002.00,1.00,63120.00,525600100,3/25/13 0:00,5556 ST EDWARD AV,38.6769700,-90.2695210,Wells / Goodfellow,22.00,,vacant lot,3780.00
15201000310.00,5201.00,52010003100.00,3,LRA,C. B. 5201 MAFFITT AVE,35 FT X 105 FT,LINCOLN HTS ADDN,BLK 3 LOTS 50 & W-49,1010.00,1.00,0.00,0.00,0.00,35.00,0.00,230.00,230.00,1200.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2013.00,22.00,7.00,1063.00,4000.00,2.00,63112.00,520100310,3/25/13 0:00,5630 MAFFITT AV,38.6760210,-90.2727120,Wells / Goodfellow,22.00,,vacant lot,3779.00
14913000030.00,4913.00,49130000300.00,3,LRA,C. B. 4913 LOTUS,23 FT X 164 FT 11 IN,GARFIELD PLACE ADDN,LOT E-57,1010.00,1.00,0.00,0.00,0.00,23.00,0.00,250.00,250.00,1300.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2005.00,22.00,7.00,1063.00,4007.00,3.00,63112.00,491300030,3/25/13 0:00,5722 LOTUS AV,38.6736020,-90.2765370,Wells / Goodfellow,22.00,,vacant lot,3774.00
14383170010.00,4383.17,43831700100.00,3,LRA,C. B. 4383 SB CLARA PL,30 FT X 110 FT,SLEVINS ADDN,LOT SW-6,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,820.00,820.00,4300.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1997.00,1.00,6.00,1269.00,6021.00,6.00,63115.00,438317010,3/25/13 0:00,4100 CLARA PL,38.6791490,-90.2481560,Penrose,1.00,,vacant lot,3773.00
15139000220.00,5139.00,51390002200.00,3,LRA,C.B.5139 ALCOTT AVE,30 FT X 125 FT,ELLENWOOD PARK ADDN,LOTS N-5 & S-4,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2009.00,27.00,6.00,1074.00,1002.00,12.00,63120.00,513900220,5/12/99 0:00,5057 ALCOTT AV,38.6939910,-90.2494100,Walnut Park East,27.00,,vacant lot,3767.00
15291000040.00,5291.00,52910000400.00,3,LRA,C.B. 5291 BEACON,30 FT X 121 FT 11 IN,WESTFIELD ADDN,BLOCK 6 LOT 49,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2005.00,27.00,6.00,1074.00,1008.00,8.00,63120.00,529100040,3/25/13 0:00,4910 BEACON AV,38.6929550,-90.2541240,Walnut Park East,27.00,,vacant lot,3765.00
15293000140.00,5293.00,52930001400.00,3,LRA,C.B. 5293 ALCOTT,30 FT X 125 FT,STRODTMAN HTS ADDN,BLOCK 3 LOT 15,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1994.00,27.00,6.00,1074.00,1005.00,8.00,63120.00,529300140,3/25/13 0:00,4942 ALCOTT AV,38.6920160,-90.2518970,Walnut Park East,27.00,,vacant lot,3763.00
15291000110.00,5291.00,52910001100.00,3,LRA,C. B. 5291 BEACON AVE,30 FT X 121 FT,STRODTMAN HEIGHTS ADDN,LOT 41,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2004.00,27.00,6.00,1074.00,1008.00,8.00,63120.00,529100110,3/25/13 0:00,4934 BEACON AV,38.6933350,-90.2534290,Walnut Park East,27.00,,vacant lot,3761.00
15317000510.00,5317.00,53170005100.00,3,LRA,CB 5317 DAVISON,30 FT 4 IN X 124 FT 1 IN,UNION AVE HTS ADDN,LOT E-10 W-11,1010.00,1.00,0.00,0.00,0.00,30.30,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,2005.00,27.00,6.00,1074.00,1009.00,8.00,63120.00,531700510,3/25/13 0:00,4525 DAVISON AV,38.6913240,-90.2562860,Walnut Park East,27.00,,vacant lot,3760.00
15452000030.00,5452.00,54520000300.00,3,LRA,C. B. 5452 JACKSON,29 FT X 129 FT 7 1/2 IN,COLUMBIA PL ADDN,BLOCK 3,1010.00,1.00,0.00,0.00,0.00,29.00,0.00,340.00,340.00,1800.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,25000.00,5/29/96 0:00,2008.00,2.00,6.00,1270.00,1055.00,4.00,63147.00,545200030,3/25/13 0:00,607 JACKSON ST,38.7255600,-90.2258140,Baden,2.00,,vacant lot,3759.00
15125000230.00,5125.00,51250002300.00,3,LRA,C.B.5125 WREN,25 FT 6 IN X 138 FT 6 IN,WALNUT PK ADDN,BLOCK 13 LOT E32,1010.00,1.00,0.00,0.00,0.00,25.50,0.00,190.00,190.00,1000.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,0.00,27.00,6.00,1074.00,3009.00,9.00,63120.00,512500230,3/25/13 0:00,5478 WREN AV,38.7010930,-90.2474600,Walnut Park East,27.00,,vacant lot,3756.00
15322000280.00,5322.00,53220002800.00,3,LRA,C. B. 5322 GENEVIEVE AVE,30 FT X 125 FT,STRODTMAN ADDN,BLOCK 6 LOT 16,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,11599.00,4/19/77 0:00,1993.00,27.00,6.00,1074.00,2004.00,10.00,63120.00,532200280,3/14/96 0:00,5047 GENEVIEVE AV,38.6960550,-90.2515590,Walnut Park East,27.00,,vacant lot,3756.00
15568000200.00,5568.00,55680002000.00,3,LRA,C.B.5568 ALCOTT,,30 FT X 125 FT,STRODTMAN WEST HTS ADDN,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,930.00,2300.00,2600.00,Single Family Dwelling District,1.00,0.00,1919.00,1919.00,0.00,,2002.00,27.00,6.00,1074.00,3029.00,11.00,63120.00,556800200,3/25/13 0:00,5264 ALCOTT AV,38.6950330,-90.2463620,Walnut Park East,27.00,1 Story Frame Residence,residential,3755.00
15532000340.00,5532.00,55320003400.00,3,LRA,C.B. 5532 DAVISON ST,30 FT X 121 FT 6 1/2 IN,STRODTMAN ADDN,BLOCK 3,1010.00,1.00,0.00,0.00,0.00,30.00,0.00,210.00,210.00,1100.00,0.00,Single Family Dwelling District,0.00,0.00,0.00,0.00,0.00,,1999.00,27.00,6.00,1074.00,3031.00,12.00,63120.00,553200340,9/11/97 0:00,5247 DAVISON AV,38.6958980,-90.2479220,Walnut Park East,27.00,,vacant lot,3754.00
15345000430.00,5345.00,53450004300.00,3,LRA,CB 5345 LUCILLE,30 FT X 125 FT,W WALNUT PARK ADDN,BLOCK 4,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,570.00,2150.00,3000.00,8300.00,Single Family Dwelling District,1.00,0.00,1906.00,1906.00,0.00,,0.00,27.00,6.00,1073.00,3005.00,4.00,63136.00,534500430,3/25/13 0:00,6069 LUCILLE AV,38.7058140,-90.2563380,Walnut Park West,27.00,2 Story Frame Residence,residential,3750.00
15329000160.00,5329.00,53290001600.00,3,LRA,C. B. 5329 ARLINGTON,30 FT X 125 FT,W HARNEY HTS ADDN,BLOCK 5 LOT 46,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,530.00,2300.00,500.00,Single Family Dwelling District,1.00,0.00,1914.00,1914.00,0.00,,2013.00,27.00,6.00,1075.00,2001.00,10.00,63120.00,532900160,3/25/13 0:00,5352 ARLINGTON AV,38.6940170,-90.2442530,Mark Twain,27.00,2 Story Frame Residence,residential,3750.00
15293000320.00,5293.00,52930003200.00,3,LRA,C.B. 5293 EMERSON AVE,30 FT X 125 FT,STRODTMAN HEIGHTS ADDN,BLOCK 3 LOT 36,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,1520.00,2300.00,5700.00,Single Family Dwelling District,1.00,0.00,1925.00,1925.00,10500.00,9/8/83 0:00,0.00,27.00,6.00,1074.00,1005.00,8.00,63120.00,529300320,3/25/13 0:00,4951 EMERSON AV,38.6917930,-90.2514360,Walnut Park East,27.00,2 Story Frame Residence,residential,3750.00
15671000100.00,5671.00,56710001000.00,3,LRA,C. B. 5671 GENEVIEVE,30 FT X 125 FT,WESTFIELD PRI ADDN,BLOCK 4,1110.00,0.00,0.00,1.00,0.00,30.00,0.00,440.00,1560.00,2300.00,5900.00,Single Family Dwelling District,1.00,0.00,1909.00,1909.00,32000.00,10/20/97 0:00,0.00,27.00,6.00,1074.00,2019.00,8.00,63120.00,567100100,3/25/13 0:00,4712 GENEVIEVE AV,38.6924150,-90.2571080,Walnut Park East,27.00,2 Story Frame Residence,residential,3750.00
